row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid,count
8498,45000,pleuritic fluid,,carevue,outputevents,,,,,1
8500,45005,thorencentesis,,carevue,outputevents,,,,,2
7881,42809,Drain bag old CTsite,,carevue,outputevents,,,,,15
7882,42810,angio urine out,,carevue,outputevents,,,,,7
7888,42816,R chest drain bag,,carevue,outputevents,,,,,14
7889,42817,med drainage bag,,carevue,outputevents,,,,,6
7891,42819,R pleural CT # 2,,carevue,outputevents,,,,,51
7894,42822,DYALISIS OUT,,carevue,outputevents,,,,,1
7895,42823,Drain Out #7 Jackson Pratt,,carevue,outputevents,,,,,76
7896,42824,Drain Out #8 Jackson Pratt,,carevue,outputevents,,,,,71
7905,42834,right pleural 3,,carevue,outputevents,,,,,55
7907,42837,NGT RESIDUAL,,carevue,outputevents,,,,,8
7914,42851,RIGHT SUBDURAL DRAIN,,carevue,outputevents,,,,,5
7919,42859,ANGIO URINE,,carevue,outputevents,,,,,4
7925,42867,contrast via ngt,,carevue,outputevents,Free Form Intake,,,,3
7926,42869,JP LEFT LEG #2,,carevue,outputevents,,,,,11
7927,42871,Drain Out #2 JP Medial,,carevue,outputevents,,,,,1487
7928,42873,JP LEFT,,carevue,outputevents,,,,,8
7930,42877,LEFT PLEURAL EFFUSIN,,carevue,outputevents,,,,,2
7932,42880,IR OUTPUT,,carevue,outputevents,,,,,3
7933,42881,Drain Out #2 Pericardial,,carevue,outputevents,,,,,14
7939,42891,net hourly output,,carevue,outputevents,,,,,1
7946,42904,ABD TAP,,carevue,outputevents,,,,,2
7963,42928,HEMODIALYSIS.,,carevue,outputevents,,,,,1
7975,42945,Drain Out #3 JP Lateral,,carevue,outputevents,,,,,312
7978,42951,t-tube right,,carevue,outputevents,,,,,11
7981,42957,Angio OUT,,carevue,outputevents,,,,,2
7989,42968,J Tube Flush,,carevue,outputevents,Free Form Intake,,,,24
7993,42972,HEMODIALYSIS OFF,,carevue,outputevents,,,,,3
8003,42982,vac drain,,carevue,outputevents,,,,,36
8004,42983,Drain Out #3 Lumbar,,carevue,outputevents,,,,,103
8007,42986,LEFT PLEURAL TAP,,carevue,outputevents,,,,,2
8008,42987,T-TUBE,,carevue,outputevents,,,,,6
8022,43001,F6 JP OUTPUT,,carevue,outputevents,,,,,5
8036,43015,T-tube,,carevue,outputevents,,,,,23
8037,43016,DIALYSIS TOTAL OUT,,carevue,outputevents,,,,,3
8040,43019,hd out:,,carevue,outputevents,,,,,2
8046,43027,RIGHT PLEURAL TAP,,carevue,outputevents,,,,,2
8051,43034,R PLEURAL NS IRRIG,,carevue,outputevents,Free Form Intake,,,,46
8056,43042,(R)Nephrostomy flush,,carevue,outputevents,Free Form Intake,,,,43
8060,43048,IRRIGAGANT OUT,,carevue,outputevents,,,,,7
8063,43052,DIALYSIS REMOVED,,carevue,outputevents,,,,,3
8066,43058,G TUBE,,carevue,outputevents,,,,,8
8076,43074,er ngt output,,carevue,outputevents,,,,,2
8089,43093,URINE ED,,carevue,outputevents,,,,,1
8093,43098,hemodialysis crystal,,carevue,outputevents,Free Form Intake,,,,2
8101,43110,Nasogastric,,carevue,outputevents,,,,,4
8104,43114,Left pleural CT #2,,carevue,outputevents,,,,,4
8107,43119,peg tube,,carevue,outputevents,,,,,1
8113,43127,PD output,,carevue,outputevents,,,,,35
8117,43133,NS irrig drng tube,,carevue,outputevents,Free Form Intake,,,,4
8123,43142,abd. cyst drain,,carevue,outputevents,,,,,2
8141,43161,Total Blood Out,,carevue,outputevents,,,,,12
8147,44325,ED URINE OUTPUT,,carevue,outputevents,,,,,2
8158,44336,drain out lateral,,carevue,outputevents,,,,,15
8159,44337,drain out medial,,carevue,outputevents,,,,,15
8169,44347,JP SITE,,carevue,outputevents,,,,,2
8171,44349,ultrafiltrate in,,carevue,outputevents,Free Form Intake,,,,74
8172,44350,Thoracentesis output,,carevue,outputevents,,,,,1
8175,44353,Drain flush,,carevue,outputevents,Free Form Intake,,,,4
8187,44368,PERITONEAL DRAIN,,carevue,outputevents,,,,,2
8207,44400,Drain Out #7 Tap,,carevue,outputevents,,,,,1
8210,44405,ascitic drainage,,carevue,outputevents,,,,,70
8214,44410,ngt irrigant,,carevue,outputevents,Free Form Intake,,,,9
8217,44417,GT DRAINAGE,,carevue,outputevents,,,,,3
8240,44453,dyalysis out put,,carevue,outputevents,,,,,1
8241,44454,L side/pleural fluid,,carevue,outputevents,,,,,3
8250,44468,FLOOR OUT,,carevue,outputevents,,,,,1
8254,44475,NGT residual,,carevue,outputevents,,,,,2
8258,44481,ER URINR OUTPUT,,carevue,outputevents,,,,,1
8275,44501,ER output,,carevue,outputevents,,,,,12
8280,44506,farr7-output/urine,,carevue,outputevents,,,,,2
8294,44520,farr 10 out,,carevue,outputevents,,,,,2
8296,44522,LEFT ARM POUCH,,carevue,outputevents,,,,,41
8304,44530,LEFT ABD JP,,carevue,outputevents,,,,,14
8305,44531,RIGHT ABD JP,,carevue,outputevents,,,,,18
8306,44532,RIGHT BREAST JP,,carevue,outputevents,,,,,25
8309,44535,ostomy blding,,carevue,outputevents,,,,,8
8320,44548,left leg drainage,,carevue,outputevents,,,,,11
8327,44562,J-tube NS 10cc/h.,,carevue,outputevents,Free Form Intake,,,,37
8328,44563,floor ttube out,,carevue,outputevents,,,,,2
8329,44565,Pleural Tap,,carevue,outputevents,,,,,3
8330,44566,vanco per ostomy,,carevue,outputevents,Free Form Intake,,,,10
8331,44567,Hemodialysis.,,carevue,outputevents,,,,,8
8332,44569,toracocentesis,,carevue,outputevents,,,,,2
8909,43836,old jp site,,carevue,outputevents,,,,,1
8912,43841,LEFT PLEURAL FLUID,,carevue,outputevents,,,,,2
8916,43846,Old JP infer Y inc,,carevue,outputevents,,,,,17
8920,43853,LP/ CSF REMOVED,,carevue,outputevents,,,,,50
8922,43856,urine cc/k/ghr,,carevue,outputevents,,,,,2
8923,43857,chest tube dsg,,carevue,outputevents,,,,,2
8924,43859,vent. drain,,carevue,outputevents,,,,,30
8926,43862,PD Out,,carevue,outputevents,,,,,9
8930,43868,tap pleural,,carevue,outputevents,,,,,1
8938,43881,vaginal drng,,carevue,outputevents,,,,,9
9460,46315,LT paracentesis,,carevue,outputevents,,,,,1
9472,46334,OR Out,,carevue,outputevents,,,,,2
9479,46345,BM + 2HMF,,carevue,outputevents,Free Form Intake,,,,3
9481,46348,BM 4HMF,,carevue,outputevents,Free Form Intake,,,,2
9483,46350,Siloh Drainage,,carevue,outputevents,,,,,6
9495,46370,Cerebral Drain #1,,carevue,outputevents,,,,,12
9496,46372,JP #1 Lateral,,carevue,outputevents,,,,,20
9510,46394,Peritoneal dialysis,,carevue,outputevents,,,,,6
9512,46398,R Thoracentesis,,carevue,outputevents,,,,,1
9513,46399,Drain Out #3 JP Medial,,carevue,outputevents,,,,,7
9522,46415,wound pouch,,carevue,outputevents,,,,,41
9523,46416,BM+4cal prosobee,,carevue,outputevents,Free Form Intake,,,,20
9562,45110,Hemoptysis,,carevue,outputevents,,,,,1
9569,45117,LUE drainbag,,carevue,outputevents,,,,,20
9570,45118,RUE drainbag,,carevue,outputevents,,,,,26
9572,45120,Paracentesis Output,,carevue,outputevents,,,,,5
9573,45121,Penrose drains,,carevue,outputevents,,,,,30
9591,45141,today at falmout,,carevue,outputevents,Free Form Intake,,,,2
9594,45147,output from vicu,,carevue,outputevents,,,,,3
9613,45175,NS pigtail drain,,carevue,outputevents,Free Form Intake,,,,3
9623,45190,Drain Out #2 Red Rubber,,carevue,outputevents,,,,,6
9658,45248,paracentesis asicits,,carevue,outputevents,,,,,1
9662,45254,G/J POUCH APPLIANCE,,carevue,outputevents,,,,,1
9686,45283,Mucous fistula,,carevue,outputevents,,,,,3
9699,45296,g tube flush,,carevue,outputevents,Free Form Intake,,,,4
9707,45304,Urine output cc/k/hr,,carevue,outputevents,,,,,3
9728,45328,vac abd drain,,carevue,outputevents,,,,,5
9735,45340,JP #1&#2 CLWS,,carevue,outputevents,,,,,21
9746,45356,jp's 1&2,,carevue,outputevents,,,,,10
9747,45357,JP 5 and JP 6 sxn,,carevue,outputevents,,,,,29
10314,46519,left pl tap,,carevue,outputevents,,,,,2
10315,46520,J-tube flush,,carevue,outputevents,Free Form Intake,,,,33
10317,46523,OR paracentesis,,carevue,outputevents,,,,,2
10323,46532,Floor urine,,carevue,outputevents,,,,,1
10330,46544,left arm drainage,,carevue,outputevents,,,,,39
10335,46551,Wrist/groin drain,,carevue,outputevents,,,,,7
10349,46575,GB drain,,carevue,outputevents,,,,,3
10351,46578,URINE OUTPUT-ER,,carevue,outputevents,,,,,2
10368,46604,Angio Output,,carevue,outputevents,,,,,4
10373,46613,abd JP output,,carevue,outputevents,,,,,2
10377,46619,JP#1superficial,,carevue,outputevents,,,,,13
10382,46626,drain #2 other,,carevue,outputevents,,,,,1
10384,46628,Drain Out #2 Davol,,carevue,outputevents,,,,,5
10393,46637,duodenostomy tube,,carevue,outputevents,,,,,152
10394,46638,EP lab output,,carevue,outputevents,,,,,2
10396,46640,GASTROGRAFIN/J TUBE,,carevue,outputevents,Free Form Intake,,,,3
10401,46645,ascities out,,carevue,outputevents,,,,,1
10405,46649,L. Pleural tap,,carevue,outputevents,,,,,2
10408,46652,GB drain flush,,carevue,outputevents,Free Form Intake,,,,2
10411,46655,leg drain,,carevue,outputevents,,,,,19
10412,46656,Left Femoral Drain,,carevue,outputevents,,,,,12
10413,46657,Right femoral Drain,,carevue,outputevents,,,,,7
10414,46658,ED Urine output,,carevue,outputevents,,,,,2
10419,46663,Drain pouch #1,,carevue,outputevents,,,,,4
10420,46664,Drain Pouch #2,,carevue,outputevents,,,,,5
10422,46666,JP REPLETION-LR,,carevue,outputevents,Free Form Intake,,,,28
10428,46672,JP repl w/Na Bicarb,,carevue,outputevents,Free Form Intake,,,,25
10429,46673,Mucos fistula,,carevue,outputevents,,,,,3
10431,46675,hd removed,,carevue,outputevents,,,,,2
10434,46678,j tube flush,,carevue,outputevents,Free Form Intake,,,,9
10451,46695,OR Out OGT,,carevue,outputevents,,,,,2
10452,46696,OR Paracentesis,,carevue,outputevents,,,,,2
10457,46701,Left Chest drng bag,,carevue,outputevents,,,,,10
10465,46709,floor ostomy out,,carevue,outputevents,,,,,2
10466,46711,Right arm drains.,,carevue,outputevents,,,,,8
10467,46713,KCL-10 MEQ-DIALYSIS,,carevue,outputevents,Free Form Intake,,,,12
10469,46716,Incision to Drainage,,carevue,outputevents,,,,,21
10472,46721,Drain Out #5 Hemovac,,carevue,outputevents,,,,,9
10479,46733,JP #3,,carevue,outputevents,,,,,6
10480,46735,OR out ascites,,carevue,outputevents,,,,,2
10482,46738,LATERAL DRAIN SITE,,carevue,outputevents,,,,,1
10484,46741,dialysis removed,,carevue,outputevents,,,,,1
10485,46742,thorocentesis fluid,,carevue,outputevents,,,,,2
10487,46745,Parencentesis Out,,carevue,outputevents,,,,,2
10489,46748,Cath Lab Urine Out,,carevue,outputevents,,,,,2
10491,46751,Pleurx output,,carevue,outputevents,,,,,5
10493,46755,LLE Drainage bag,,carevue,outputevents,,,,,6
10496,46759,thoracentesis fluid,,carevue,outputevents,,,,,3
10497,46761,Left arm drainage,,carevue,outputevents,,,,,22
10499,46763,NGT OUT S/P LAvage,,carevue,outputevents,,,,,3
10501,46766,ileum drain,,carevue,outputevents,,,,,43
10507,46775,Left pleural tap,,carevue,outputevents,,,,,1
10510,46779,ir output,,carevue,outputevents,,,,,2
10533,40637,ngt meds,,carevue,outputevents,Free Form Intake,,,,6
10536,40647,THOROCENTESIS FLUID,,carevue,outputevents,,,,,2
10537,40649,Drain Out #7 Pigtail,,carevue,outputevents,,,,,30
10538,40651,Urine Out Ureteral Stent #2,,carevue,outputevents,,,,,90
10545,40729,Drain Out #2 Lumbar,,carevue,outputevents,,,,,216
10551,40745,Dialysis,,carevue,outputevents,,,,,35
10565,40789,PD dialysate out,,carevue,outputevents,,,,,48
10570,40804,pleuracentesis,,carevue,outputevents,,,,,3
10577,40049,Chest Tubes Right Pleural 1,,carevue,outputevents,,,,,25448
10578,40051,Gastric Gastric Tube,,carevue,outputevents,,,,,7624
10579,40053,Stool Out Fecal Bag,,carevue,outputevents,,,,,4884
10580,40055,Urine Out Foley,,carevue,outputevents,,,,,1917421
10581,40057,Urine Out Rt Nephrostomy,,carevue,outputevents,,,,,2797
10582,40060,Pre-Admission Output Pre-Admission Output,,carevue,outputevents,,,,,6989
10583,40063,Stool Out Ileostomy,,carevue,outputevents,,,,,6976
10584,40065,OR Out PACU Urine,,carevue,outputevents,,,,,7673
10585,40067,Gastric Emesis,,carevue,outputevents,,,,,5677
10586,40069,Urine Out Void,,carevue,outputevents,,,,,69467
10587,40071,Drain Out #1 Jackson Pratt,,carevue,outputevents,,,,,28864
10588,40073,PACU Out PACU Drains,,carevue,outputevents,,,,,349
10589,40075,Drain Out #1 Pigtail,,carevue,outputevents,,,,,2803
10590,40077,Drain Out #1 Pericardial,,carevue,outputevents,,,,,1950
10591,40080,Drain Out #2 Other,,carevue,outputevents,,,,,2027
10593,40084,Chest Tubes Other,,carevue,outputevents,,,,,2207
10594,40086,Drain Out #2 Pigtail,,carevue,outputevents,,,,,1406
10595,40088,Drain Out #3 Jackson Pratt,,carevue,outputevents,,,,,4528
10596,40091,Chest Tubes Mediastinal,,carevue,outputevents,,,,,8259
10597,40093,Drain Out #1 T Tube,,carevue,outputevents,,,,,1609
10598,40095,Drain Out #2 Wound Vac,,carevue,outputevents,,,,,536
10599,40097,Cerebral Drain L Ventricular Drain,,carevue,outputevents,,,,,7719
10600,40100,Drain Out #3 Penrose,,carevue,outputevents,,,,,66
10633,41539,LLQ Paracentesis sit,,carevue,outputevents,,,,,18
10664,41634,HD Output,,carevue,outputevents,,,,,1
10671,41707,Chest Tubes CTICU CT 2,,carevue,outputevents,,,,,11172
10675,41717,CO output,,carevue,outputevents,Free Form Intake,,,,2
9938,45624,OR OUT (abdominal),,carevue,outputevents,,,,,2
9939,45626,L Thoracentesis,,carevue,outputevents,,,,,2
9953,45645,Thorocentesis,,carevue,outputevents,,,,,3
9959,45651,left thoracentesis,,carevue,outputevents,,,,,3
9961,45653,Left Arm Drainage.,,carevue,outputevents,,,,,10
9962,45654,abd wd drainage,,carevue,outputevents,,,,,8
9963,45655,right arm drainage,,carevue,outputevents,,,,,43
8607,44750,bilat JP to CLWS,,carevue,outputevents,,,,,33
8608,44752,inc urine,,carevue,outputevents,,,,,3
8609,44754,JP#1&2 to CLWS,,carevue,outputevents,,,,,18
8618,44767,JP 1,,carevue,outputevents,,,,,23
8638,44801,thorcentesis,,carevue,outputevents,,,,,1
8651,44821,Jtube flush,,carevue,outputevents,Free Form Intake,,,,5
8653,44824,EW urine output,,carevue,outputevents,,,,,4
8658,44831,BM g-tube,,carevue,outputevents,Free Form Intake,,,,1
8661,44837,ED URINE,,carevue,outputevents,,,,,2
8663,44840,impact 2/3 strength,,carevue,outputevents,Free Form Intake,,,,26
8664,44843,peritoneal dialysis,,carevue,outputevents,Free Form Intake,,,,33
8666,44846,nephrost tube flush,,carevue,outputevents,Free Form Intake,,,,32
8667,44847,Arm Pouches,,carevue,outputevents,,,,,12
8687,44879,Pheresis Output,,carevue,outputevents,,,,,9
8691,44884,or ngt,,carevue,outputevents,,,,,2
8697,44890,ultrafiltrate,,carevue,outputevents,Free Form Intake,,,,65
8702,44895,L CT drainage site,,carevue,outputevents,,,,,8
8705,44898,VAC drain,,carevue,outputevents,,,,,21
8713,43576,24hr Urine cc/kg/hr,,carevue,outputevents,,,,,2
8719,43582,Total blood out,,carevue,outputevents,,,,,3
8726,43589,urine cc/k/hr,,carevue,outputevents,,,,,10
8731,43594,BMFSPO + HMF + MCT,,carevue,outputevents,Free Form Intake,,,,1
8737,43600,G-tube,,carevue,outputevents,,,,,9
8742,43605,Abdominal drainage,,carevue,outputevents,,,,,12
8743,43606,blood out,,carevue,outputevents,,,,,18
8747,43612,BMFSNG + 2 HMF,,carevue,outputevents,Free Form Intake,,,,3
8761,43633,"Urine,cc/kg/day",,carevue,outputevents,,,,,2
8762,43634,abdominal drain,,carevue,outputevents,,,,,6
8773,43653,ostomy cc/kg/hr,,carevue,outputevents,,,,,5
8792,43684,NG TUBE,,carevue,outputevents,,,,,2
8793,43685,Cath Lab Out,,carevue,outputevents,,,,,1
8794,43687,crystalloid/dialysis,,carevue,outputevents,Free Form Intake,,,,3
8799,43695,Drain Out #5 JP Lateral,,carevue,outputevents,,,,,5
8804,43703,ULTRAFILTRATE,,carevue,outputevents,,,,,2
8808,43710,er out,,carevue,outputevents,,,,,3
8815,43721,tube fgs on floor,,carevue,outputevents,Free Form Intake,,,,2
8816,43722,Pericardial drain,,carevue,outputevents,,,,,22
8824,43734,OR PSUEDOCYST DRAIN,,carevue,outputevents,,,,,2
8826,43737,IMPACT WITHOUT FIBER,,carevue,outputevents,Free Form Intake,,,,5
8841,43753,g-tube,,carevue,outputevents,,,,,25
8842,43754,j-tube,,carevue,outputevents,,,,,12
8850,43762,Blood out,,carevue,outputevents,,,,,2
8886,43800,FARR 10 OUTPUT TOTAL,,carevue,outputevents,,,,,2
8889,43804,outside hsp,,carevue,outputevents,Free Form Intake,,,,3
8893,43811,urine out: cc/k/hr,,carevue,outputevents,,,,,3
8894,43812,urine out:cc/k/hr,,carevue,outputevents,,,,,1
8905,43830,Gastric aspirate,,carevue,outputevents,,,,,6
9781,45408,Free H20 cont G-tube,,carevue,outputevents,Free Form Intake,,,,4
9783,45412,peg,,carevue,outputevents,,,,,13
9785,45417,Chest Tube R #3,,carevue,outputevents,,,,,94
9786,45419,g-tube feeding,,carevue,outputevents,,,,,2
9787,45422,L pleural tap,,carevue,outputevents,,,,,4
9795,45435,R pleural tap,,carevue,outputevents,,,,,4
9812,45460,SSC28 NGT,,carevue,outputevents,Free Form Intake,,,,23
9813,45461,SSC 26 NGT,,carevue,outputevents,Free Form Intake,,,,24
9831,45479,Dialysis In,,carevue,outputevents,Free Form Intake,,,,3
9836,45484,nutran tube feed,,carevue,outputevents,Free Form Intake,,,,68
9846,45494,plueral tap,,carevue,outputevents,Free Form Intake,,,,2
9853,45501,G-J TUBE GRAVITY DR,,carevue,outputevents,,,,,8
9867,45517,Drain 1 flush L side,,carevue,outputevents,Free Form Intake,,,,2
9871,45523,Pericardial Tap,,carevue,outputevents,,,,,2
9926,45607,IR Output,,carevue,outputevents,,,,,2
9933,45617,blood from mouth,,carevue,outputevents,,,,,10
9285,46079,PEG (BAG),,carevue,outputevents,,,,,8
9288,46082,BM28 4Enf Powd 4 MCT,,carevue,outputevents,Free Form Intake,,,,24
9297,46091,.5BM/.5Neocate 24 PG,,carevue,outputevents,Free Form Intake,,,,20
9298,46092,.5BM/.5Neocate 24 PO,,carevue,outputevents,Free Form Intake,,,,18
9316,46118,NJ tube,,carevue,outputevents,Free Form Intake,,,,3
9323,46131,Neocate 24 via Jtube,,carevue,outputevents,Free Form Intake,,,,9
9324,46132,Neocate24 via J tube,,carevue,outputevents,Free Form Intake,,,,28
9325,46134,Drain segment IV,,carevue,outputevents,,,,,3
9326,46135,NG Drainage,,carevue,outputevents,,,,,3
9345,46164,GT output,,carevue,outputevents,,,,,3
9354,46177,URINE OUT-ANGIO,,carevue,outputevents,,,,,1
9357,46183,Left Arm drains.,,carevue,outputevents,,,,,18
9358,46186,Flexiseal stool,,carevue,outputevents,,,,,4
9375,46213,pleural drainage/OR,,carevue,outputevents,,,,,2
9380,46220,Abd output in OR,,carevue,outputevents,,,,,2
9383,46224,drainage fr CT site,,carevue,outputevents,Free Form Intake,,,,2
9388,46230,Dialysis 1.5% IN,,carevue,outputevents,Free Form Intake,,,,45
9390,46232,dialysis flush,,carevue,outputevents,Free Form Intake,,,,2
9392,46234,output adjustment,,carevue,outputevents,,,,,2
9395,46237,chest tube in or,,carevue,outputevents,,,,,2
9399,46241,pancreatic fistula,,carevue,outputevents,,,,,9
9400,46242,pin site drain,,carevue,outputevents,,,,,33
9411,46253,Left Hand Drain,,carevue,outputevents,,,,,5
9413,46255,groin pouch,,carevue,outputevents,,,,,3
9417,46259,Pigtail Drain Flush,,carevue,outputevents,Free Form Intake,,,,12
9426,46268,t.tube #1 left,,carevue,outputevents,,,,,21
9427,46269,Drain #1 WOUND,,carevue,outputevents,,,,,21
9428,46270,GTUBE POUCH,,carevue,outputevents,,,,,2
9439,46282,Drain Out #6 JP Medial,,carevue,outputevents,,,,,50
9441,46285,vac output,,carevue,outputevents,,,,,17
9442,46286,left hand pouch,,carevue,outputevents,,,,,8
9453,46304,Cecostomy,,carevue,outputevents,,,,,1
9455,46307,stool/fistula,,carevue,outputevents,,,,,21
9456,46309,Drain Out #7 Wound Vac,,carevue,outputevents,,,,,7
11714,46020,drainag/pigtail site,,carevue,outputevents,,,,,8
11719,46479,JP #2,,carevue,outputevents,,,,,36
11723,46489,JP Other,,carevue,outputevents,,,,,40
11740,46539,Drainage bag,,carevue,outputevents,,,,,3
11746,46555,gastric asp,,carevue,outputevents,,,,,1
11747,46556,groin drain,,carevue,outputevents,,,,,6
11752,46568,pigtail bile drain,,carevue,outputevents,,,,,13
11753,46571,pigtail drain replac,,carevue,outputevents,Free Form Intake,,,,3
11756,46580,rodney smith drain,,carevue,outputevents,,,,,14
11765,46605,NGT Aspirate,,carevue,outputevents,,,,,2
11771,46620,JP#2deep,,carevue,outputevents,,,,,19
11772,46622,ultrafiltrate out,,carevue,outputevents,,,,,23
11773,46710,endo drainage,,carevue,outputevents,,,,,3
11774,46712,CALCIUM-DIALYSIS,,carevue,outputevents,Free Form Intake,,,,13
11775,46715,Citrate - dialysis,,carevue,outputevents,Free Form Intake,,,,46
11776,46718,superior/ant chtube,,carevue,outputevents,,,,,19
11780,46727,urine from floor,,carevue,outputevents,,,,,2
11782,46732,LT NEPHROSTOMY TUBE.,,carevue,outputevents,,,,,2
11785,46740,gastric lavage,,carevue,outputevents,Free Form Intake,,,,4
11791,46757,Thoracentesis off,,carevue,outputevents,Free Form Intake,,,,2
11807,46804,Farr  5 urine,,carevue,outputevents,,,,,2
11810,43730,rlq drainage,,carevue,outputevents,,,,,2
11823,43820,NGT output,,carevue,outputevents,,,,,11
11830,43840,MUCOUS FISTULA,,carevue,outputevents,,,,,56
11833,43851,ETT out,,carevue,outputevents,,,,,2
11850,43896,vent drain,,carevue,outputevents,,,,,15
11854,43905,D5W via J-tube,,carevue,outputevents,Free Form Intake,,,,18
11857,43914,PEG tube,,carevue,outputevents,,,,,5
11864,43987,urine out or,,carevue,outputevents,,,,,2
11869,44002,NSS VIA PIGTAIL TUBE,,carevue,outputevents,Free Form Intake,,,,114
11878,44027,dialysis fluid off,,carevue,outputevents,,,,,1
11879,44029,PEG GOLYTELY,,carevue,outputevents,Free Form Intake,,,,64
11880,44032,paracentesis removal,,carevue,outputevents,,,,,2
11881,44034,Pseudocyst drain,,carevue,outputevents,,,,,7
11883,44039,P.D. Out,,carevue,outputevents,,,,,3
11886,44046,Angio Out,,carevue,outputevents,,,,,2
11888,44051,floor urine,,carevue,outputevents,,,,,1
11893,44062,Drain Out #3 Davol,,carevue,outputevents,,,,,5
11894,44065,jp left abdomen,,carevue,outputevents,,,,,7
11895,44067,jp right abdomen,,carevue,outputevents,,,,,7
11896,44068,jp right breast,,carevue,outputevents,,,,,6
11902,44085,DIALYSIS OFF,,carevue,outputevents,,,,,1
11905,44093,t tube site,,carevue,outputevents,,,,,3
11907,44097,HD fluid removed,,carevue,outputevents,,,,,1
11923,44193,Dialysis.,,carevue,outputevents,,,,,3
11925,44198,Promote 2/3 strength,,carevue,outputevents,Free Form Intake,,,,81
11926,44201,lumbar drain,,carevue,outputevents,,,,,572
11929,44209,JTUBE SITE DRAINAGE,,carevue,outputevents,,,,,11
11930,44211,Abd drain output,,carevue,outputevents,,,,,26
11932,44216,Hemodialysis out,,carevue,outputevents,,,,,23
11936,44229,R ARM DRAINAGE BAG,,carevue,outputevents,,,,,4
11937,44231,Angio output,,carevue,outputevents,,,,,2
11938,44232,wound vac output.,,carevue,outputevents,,,,,16
11945,44253,Urine out angio,,carevue,outputevents,,,,,2
11950,44268,CT SITE DRAIN,,carevue,outputevents,,,,,11
11953,44278,ER urine,,carevue,outputevents,,,,,2
11956,44286,Dialysis indwelling,,carevue,outputevents,Free Form Intake,,,,20
11969,46119,diayalsis out.,,carevue,outputevents,,,,,2
11970,46121,JP #3+#4,,carevue,outputevents,,,,,6
11973,46128,J-Tube Drainage,,carevue,outputevents,,,,,5
11974,46130,J Tube feeding,,carevue,outputevents,Free Form Intake,,,,3
11978,46143,thoracentesis tap,,carevue,outputevents,,,,,2
11990,46178,PD fluid out,,carevue,outputevents,,,,,25
11991,46180,urine out-angio,,carevue,outputevents,,,,,2
11992,46182,Thoracen. Drain #2,,carevue,outputevents,,,,,6
11993,46184,JP Site.,,carevue,outputevents,,,,,14
11994,46185,PEG to gravity,,carevue,outputevents,,,,,5
11999,46198,paracentesis.,,carevue,outputevents,,,,,1
12003,46208,drainage left arm,,carevue,outputevents,,,,,6
12008,46225,drainge fr CT site,,carevue,outputevents,,,,,2
12012,46290,BM33 with BP,,carevue,outputevents,Free Form Intake,,,,29
12014,46295,PLEURAL FLUID (OR),,carevue,outputevents,,,,,2
12029,46335,repogle drainage out,,carevue,outputevents,,,,,16
12033,46347,BM26 with enfamil p.,,carevue,outputevents,Free Form Intake,,,,3
12042,46371,Cerebral Drain #2,,carevue,outputevents,,,,,12
12043,46373,JP #2 Medial,,carevue,outputevents,,,,,23
12054,46401,PEG gracity,,carevue,outputevents,,,,,21
12055,46403,BM NG,,carevue,outputevents,Free Form Intake,,,,17
12059,46414,Lt groin drainage bg,,carevue,outputevents,,,,,15
9972,45664,chest tube # 3,,carevue,outputevents,,,,,5
9973,45665,thoarcentesis,,carevue,outputevents,,,,,2
9974,45666,BM24 w/nsp,,carevue,outputevents,Free Form Intake,,,,20
10007,45702,R. pleural tap,,carevue,outputevents,,,,,2
10008,45704,Repogle Output,,carevue,outputevents,,,,,5
10030,45740,Farr 10 JP Drainage,,carevue,outputevents,,,,,2
10031,45742,Abd wound drains,,carevue,outputevents,,,,,8
10036,45750,out pt intake +prbc,,carevue,outputevents,Free Form Intake,,,,2
10043,45760,BM24 w/neosure NG,,carevue,outputevents,Free Form Intake,,,,7
10055,45778,JP flush,,carevue,outputevents,Free Form Intake,,,,3
10060,45786,outpt uo,,carevue,outputevents,,,,,2
10062,45791,left pleuracentesis,,carevue,outputevents,,,,,2
10070,45804,URINE OUTPUT-E.D.,,carevue,outputevents,,,,,2
10075,45812,hemoptysis,,carevue,outputevents,,,,,4
10081,45822,Vent drain,,carevue,outputevents,,,,,7
10085,45828,Hemo dialysis out,,carevue,outputevents,,,,,3
10094,45840,Peritoneal drain,,carevue,outputevents,,,,,6
10095,45841,bladder irrig/urine,,carevue,outputevents,,,,,2
10098,45844,vaginal fistula,,carevue,outputevents,,,,,7
10104,45850,BM + thick-it,,carevue,outputevents,Free Form Intake,,,,6
10105,45851,PLEURAL DRAIN,,carevue,outputevents,,,,,2
10106,45852,Paracentesis Site,,carevue,outputevents,,,,,1
10111,45857,BM20 G-tube,,carevue,outputevents,Free Form Intake,,,,22
10112,45858,G-tube flush,,carevue,outputevents,Free Form Intake,,,,73
10115,45861,Thoracentesis Left,,carevue,outputevents,,,,,2
10118,45864,"BM24 w/neosure, GT",,carevue,outputevents,Free Form Intake,,,,28
10123,45869,labial drng,,carevue,outputevents,,,,,44
10133,45879,BM28 w/HMF/MCT/BP po,,carevue,outputevents,Free Form Intake,,,,4
10137,45883,chest tube #3,,carevue,outputevents,,,,,6
10142,45888,Baricat taken out,,carevue,outputevents,,,,,2
